,v_5057,v_5060,v_5072,v_5069,v_5041,v_5070,v_5058,v_5043,v_5078,v_5076,v_5055,v_5053,v_958,v_5042,v_5044,v_959,v_5056,v_4395,v_4385,v_4386,v_4396,v_5054,['AGBin: Gecombineerde Verpleeginrichtingen'],v_993,v_4397,v_4398,['AGBin: Koepels en Beheerstichtingen WLZ'],v_5135,v_5085,['SBI: 87'],v_5081,['AGBin: Ziekenhuizen'],v_994,v_5076 NULL,v_5078 NULL,v_958 NULL,v_5077 NULL,v_5196 NULL,v_5194 NULL,['AGBP: Fysiotherapeuten'],v_959 NULL,['BIGP: Fysiotherapeuten'],['KWAL_P: Fysiotherapie'],v_5192 NULL,v_993 NULL,v_5193 NULL,v_994 NULL,v_5195 NULL,['AGBP: Verpleegkundigen']
639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
641,37.0,35.0,38.0,41.0,11.0,30.3,26.3,7.0,100.0,64.0,7.0,13.0,3192297.0,5.6,3.4,1155308.0,3.4,3192297.0,1465652.0,941206.0,1155308.0,7.6,0.0,-223003.0,0.0,0.0,0.0,2.0,13.83,1.0,13.73,0.0,316426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,0.0,0.0,2.5,2.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
643,652.0,699.5,699.5,652.0,188.0,398.0,398.0,283.0,100.0,87.5,283.0,188.0,60226882.0,113.0,162.0,50580810.0,162.0,31401936.0,24448964.0,19848775.0,25761382.0,113.0,0.0,2846543.0,28824946.0,24819428.0,1.0,30.0,1.0,0.0,9.0,1.0,238277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
644,0.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
645,4518.0,4587.5,5061.5,4992.0,1047.0,2692.0,2455.0,1186.0,100.0,79.7,1186.0,1047.0,153793000.0,569.0,644.0,152916000.0,644.0,136249000.0,105059000.0,108637000.0,138351000.0,569.0,2.0,2513000.0,17544000.0,14565000.0,0.0,94.0,8.87,3.0,71.02,0.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,61.0,54.0,73.0,80.0,16.0,38.35,30.75,2.0,100.0,70.0,2.0,16.0,0.0,7.05,1.1,0.0,1.1,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,3.0,65.0,0.0,0.0,0.0,-88525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,500.0,528.0,559.0,531.0,94.0,390.0,375.0,150.0,100.0,65.0,210.0,154.0,24419000.0,63.8,107.4,27176000.0,152.4,23776000.0,17850000.0,19876000.0,26478000.0,108.8,0.0,1239000.0,643000.0,698000.0,0.0,5.0,97.62,0.0,1.05,0.0,-323000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,329.0,315.5,352.5,366.0,82.0,275.46,247.6,55.0,100.0,86.0,55.0,82.0,18933630.0,44.1,29.6,15488980.0,29.6,15998096.0,12054265.0,11049139.0,14475480.0,44.1,0.0,757050.0,2935534.0,1013500.0,1.0,12.0,100.0,1.0,0.0,0.0,621532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,547.0,517.5,517.5,547.0,223.0,235.0,235.0,164.0,100.0,90.0,164.0,223.0,12274093.0,53.28,52.31,10823735.0,52.31,11634650.0,8971494.0,8084041.0,10425515.0,53.28,0.0,1477911.0,639443.0,398220.0,0.0,31.0,6.0,0.0,35.0,0.0,1501397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
652,1735.0,1792.5,1797.5,1741.0,445.0,1320.1,1320.0,560.0,100.0,70.87,645.0,532.0,104971018.0,297.0,380.0,101089790.0,383.6,93196023.0,71633394.0,71140558.0,93684654.0,300.7,0.0,-3312913.0,11774995.0,7405136.0,0.0,79.0,9.0,1.0,7.0,2.0,-4811403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
653,1182.0,1137.0,1193.5,1238.0,351.0,764.4,736.0,261.0,100.0,80.0,318.0,407.0,49234060.0,155.88,120.72,42438594.0,149.12,43915152.0,33818781.0,29694069.0,38456564.0,184.28,0.0,2114463.0,5318908.0,3982030.0,0.0,70.0,0.0,2.0,79.0,0.0,5003666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
654,28.0,26.5,26.5,28.0,10.0,23.63,23.63,7.0,100.0,68.0,7.0,10.0,3479422.0,8.13,5.34,2880438.0,5.34,1491898.0,965544.0,905959.0,1212445.0,8.13,0.0,0.0,1987524.0,1667993.0,0.0,2.0,5.5,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,4152.0,4056.0,4583.0,4775.0,1175.0,2326.0,2297.0,983.0,100.0,87.0,1567.0,1951.0,130049073.0,532.78,402.76,119529497.0,428.43,117244814.0,91980600.0,85456515.0,109003184.0,578.67,3.0,10606496.0,12804259.0,10526313.0,1.0,200.0,11.67,3.0,60.94,0.0,9477438.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0
656,18.0,21.0,22.0,19.0,11.0,12.1,11.1,17.0,100.0,55.0,17.0,11.0,693880.0,3.61,6.54,1032827.0,6.54,550154.0,456407.0,541298.0,651626.0,3.61,0.0,-80689.0,143726.0,381201.0,0.0,3.0,67.0,0.0,2.0,0.0,8624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
657,1360.0,1334.0,1414.5,1437.0,315.0,1309.39,1259.2,263.0,100.0,75.0,334.0,379.0,96970438.0,291.02,233.67,86788884.0,285.6,91213115.0,65119959.0,58863024.0,82381413.0,344.65,0.0,-628265.0,5757323.0,4407471.0,0.0,22.0,22.0,0.0,0.0,0.0,10519255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,0.0,0.0,48.0,49.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,29.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
659,295.0,290.0,294.5,303.0,52.0,139.0,134.0,42.0,100.0,92.0,44.0,61.0,4530063.0,37.0,31.5,4011346.0,32.5,4438833.0,4285081.0,3765369.0,3905338.0,42.0,0.0,0.0,91230.0,106008.0,0.0,11.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
661,6177.0,6143.0,6143.0,6177.0,1159.0,4669.0,4669.0,1091.0,100.0,88.3,1091.0,1159.0,276877000.0,602.0,576.0,256901000.0,576.0,261771000.0,201057000.0,186166000.0,241839000.0,602.0,0.0,22269000.0,15106000.0,15062000.0,0.0,108.0,5.34,0.0,62.34,0.0,23302000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
662,17.0,27.0,37.5,38.0,7.0,22.7,14.7,27.0,0.0,0.0,33.0,34.0,0.0,5.1,16.3,0.0,18.3,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,11.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
663,23.0,20.0,21.0,24.0,7.0,18.88,18.66,1.0,100.0,94.64,1.0,7.0,1022919.0,5.33,0.66,803606.0,0.66,1011454.0,735347.0,574613.0,789661.0,5.33,0.0,-60714.0,11465.0,13945.0,0.0,7.0,0.0,0.0,0.0,0.0,9188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,119.0,116.0,117.0,120.0,38.0,72.4,71.4,32.0,100.0,83.34,32.0,38.0,4453278.0,17.73,11.92,4173049.0,11.92,4453278.0,3359099.0,3017450.0,4173049.0,17.73,0.0,38119.0,0.0,0.0,0.0,4.0,11.0,1.0,0.0,0.0,43695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,3567.0,3497.0,3497.0,3567.0,803.0,2045.0,2045.0,663.0,100.0,92.0,663.0,803.0,128537110.0,295.0,260.0,116393105.0,260.0,117811049.0,89752622.0,82185214.0,106262126.0,295.0,3.0,11586421.0,10726061.0,10130979.0,0.0,25.0,0.4,2.0,68.9,0.0,8687476.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,13.0
666,4.0,3.5,3.5,4.0,1.0,1.9,1.9,0.0,100.0,100.0,0.0,1.0,102957.0,0.4,0.0,70085.0,0.0,102957.0,82083.0,56341.0,70085.0,0.4,0.0,-407367.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,55651.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
668,161.0,144.5,183.0,194.0,95.0,135.99,126.89,62.0,100.0,73.53,126.0,148.0,9441039.0,74.87,48.86,9118590.0,66.51,7692820.0,5991326.0,5997770.0,7673157.0,89.49,0.0,156011.0,1748219.0,1445433.0,0.0,11.0,0.0,0.0,0.0,0.0,-475913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
670,1811.0,1829.0,1862.0,1842.0,366.0,1395.86,1374.3,402.0,100.0,80.0,406.0,366.0,92164807.0,264.75,281.9,91451775.0,285.9,0.0,0.0,0.0,0.0,264.75,1.0,8948611.0,0.0,0.0,0.0,43.0,2.79,4.0,87.86,0.0,3408133.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0
671,1.0,1.0,1.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
672,83.0,89.5,89.5,83.0,18.0,56.3,56.3,31.0,100.0,90.0,31.0,18.0,4850877.0,15.0,24.0,4944997.0,24.0,4850877.0,2953444.0,2888599.0,4589017.0,15.0,0.0,-560415.0,0.0,355980.0,0.0,1.0,90.0,0.0,5.0,0.0,91199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,23671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
677,21.0,20.5,22.5,23.0,1.0,8.53,8.33,0.0,100.0,30.0,0.0,1.0,737656.0,0.44,0.0,657624.0,0.0,2327.0,0.0,0.0,1086.0,0.44,0.0,40929.0,735329.0,656538.0,0.0,0.0,0.0,0.0,0.0,0.0,-129243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
678,27.0,23.5,25.5,29.0,9.0,21.7,21.3,2.0,100.0,65.0,2.0,9.0,1312481.0,6.06,1.78,1192229.0,1.78,1268798.0,964795.0,896379.0,1174746.0,6.06,0.0,216225.0,43683.0,17483.0,0.0,1.0,6.22,0.0,0.0,0.0,98348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,11.0,10.5,10.5,11.0,2.0,6.2,6.2,1.0,0.0,0.0,1.0,2.0,0.0,1.4,0.6,0.0,0.6,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
680,11.0,8.0,8.0,11.0,6.0,5.67,5.67,0.0,0.0,0.0,0.0,6.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
681,539.0,531.0,531.0,539.0,272.0,337.96,337.96,256.0,100.0,80.0,256.0,272.0,21572517.0,136.75,130.85,19031594.0,130.85,19147650.0,14758818.0,13198614.0,17230271.0,136.75,0.0,1502685.0,2424867.0,1801323.0,0.0,11.0,0.0,1.0,65.0,0.0,1138654.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
682,3669.0,3608.0,3608.0,3669.0,740.0,2878.0,2878.0,618.0,100.0,77.0,618.0,740.0,227817000.0,526.3,417.61,208806000.0,417.61,208031000.0,156025000.0,148223000.0,196009000.0,526.3,0.0,-1540000.0,19786000.0,12797000.0,0.0,102.0,7.34,1.0,7.58,3.0,6105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
683,728.0,718.0,732.5,757.0,162.0,492.42,491.32,142.0,100.0,60.0,175.0,224.0,44416446.0,52.32,42.33,42731189.0,45.45,39936542.0,31344124.0,30549344.0,38694161.0,56.54,0.0,8195504.0,4479904.0,4037028.0,0.0,5.0,4.8,0.0,0.0,1.0,3990678.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,3.0
684,22.0,21.0,21.0,22.0,3.0,16.89,16.89,1.0,0.0,0.0,1.0,3.0,0.0,2.4,0.89,0.0,0.89,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
685,40.0,38.5,44.0,46.0,32.0,26.0,23.0,29.0,100.0,83.0,29.0,33.0,1807792.0,9.0,10.2,1806320.0,10.2,1451466.0,1142345.0,1112115.0,1446120.0,9.8,0.0,0.0,356326.0,360200.0,0.0,5.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189515.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,-73998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,28.0,27.5,27.5,28.0,7.0,21.8,21.8,6.0,100.0,70.0,6.0,7.0,1361730.0,5.6,4.6,1366568.0,4.6,1361730.0,1061196.0,1045191.0,1366568.0,5.6,0.0,-20405.0,0.0,0.0,0.0,1.0,4.5,0.0,0.0,0.0,-191719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,29.0,30.0,44.0,41.0,16.0,23.54,17.82,18.0,100.0,80.5,28.0,22.0,1314920.0,11.8,5.88,1268254.0,10.07,827580.0,659692.0,578533.0,745913.0,14.2,0.0,231783.0,487340.0,522341.0,0.0,4.0,22.51,0.0,17.59,0.0,76703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,8.0,7.5,8.5,10.0,10.0,3.0,1.0,9.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
690,41.0,42.0,43.0,42.0,5.0,29.18,28.18,7.0,100.0,87.7,7.0,5.0,1639308.0,2.86,3.31,1246512.0,3.31,1639308.0,1268731.0,1003541.0,1240136.0,2.86,0.0,119743.0,0.0,6376.0,0.0,0.0,0.0,0.0,1.0,0.0,-326968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
692,7016.0,6914.5,6914.5,7016.0,1148.0,6070.0,6070.0,945.0,100.0,55.0,945.0,1148.0,707447000.0,971.0,771.0,674630000.0,771.0,624063000.0,481369000.0,458069000.0,605540000.0,971.0,0.0,61010000.0,83384000.0,69090000.0,0.0,233.0,33.0,0.0,0.0,1.0,81363000.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,46.0,48.0,0.0,0.0,0.0,0.0,0.0,85.0
693,1332.0,669.5,669.5,1332.0,1332.0,1126.0,1126.0,7.0,100.0,80.0,7.0,1332.0,90206829.0,1126.0,0.0,86995046.0,0.0,85209880.0,85209880.0,80793957.0,80793957.0,1126.0,0.0,0.0,4996949.0,6201089.0,0.0,0.0,93.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
694,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
695,68.0,62.0,62.0,68.0,35.0,39.0,39.0,23.0,100.0,93.0,23.0,35.0,1616600.0,16.0,8.0,1594099.0,8.0,1475491.0,1157824.0,1097748.0,1383229.0,16.0,0.0,-14572.0,141109.0,210870.0,0.0,5.0,4.0,0.0,10.0,0.0,5175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
696,10.0,9.0,9.0,10.0,5.0,1.59,1.59,3.0,0.0,0.0,3.0,5.0,0.0,1.59,2.44,0.0,2.44,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
697,0.0,0.0,11.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
698,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
699,437.0,437.0,440.5,441.0,112.0,215.0,214.5,112.0,100.0,68.07,112.0,113.0,12828463.0,34.96,11.18,11449828.0,11.18,12016099.0,9424161.0,8457842.0,10685185.0,35.06,0.0,446440.0,812364.0,764643.0,0.0,3.0,21.8,1.0,48.78,0.0,-55772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
700,58.0,63.0,70.0,68.0,15.0,42.59,38.09,25.0,100.0,79.67,26.0,22.0,3072014.0,7.3,14.82,3477317.0,15.62,2565312.0,1825853.0,2408290.0,3256521.0,10.98,0.0,-30488.0,506702.0,220796.0,0.0,1.0,55.0,0.0,0.0,0.0,223566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,1484.0,1476.5,1491.5,1504.0,131.0,817.0,807.0,116.0,100.0,80.0,126.0,151.0,45198080.0,86.0,63.5,40533376.0,68.5,43067281.0,33098508.0,30717440.0,39384428.0,96.0,0.0,1708462.0,2130799.0,1148948.0,0.0,32.0,14.1,0.0,56.4,0.0,2232877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,26.0,25.5,26.0,27.0,6.0,26.1,26.0,5.0,100.0,77.5,5.0,7.0,1133410.0,2.1,1.55,1011797.0,1.55,1069232.0,813837.0,734037.0,953287.0,2.1,0.0,333577.0,64178.0,58510.0,0.0,0.0,0.0,1.0,9.0,0.0,297766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
703,379.0,385.5,386.5,380.0,38.0,250.15,249.42,51.0,100.0,87.0,52.0,39.0,13841853.0,17.18,26.29,13951259.0,26.57,0.0,0.0,0.0,0.0,17.91,0.0,1131215.0,0.0,0.0,2.0,5.0,4.5,0.0,79.3,1.0,765191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
