,v_5057,v_5060,v_5072,v_5069,v_5041,v_5070,v_5058,v_5043,v_5078,v_5076,v_5055,v_5053,v_958,v_5042,v_5044,v_959,v_5056,v_4395,v_4385,v_4386,v_4396,v_5054,['AGBin: Gecombineerde Verpleeginrichtingen'],v_993,v_4397,v_4398,['AGBin: Koepels en Beheerstichtingen WLZ'],v_5135,v_5085,['SBI: 87'],v_5081,['AGBin: Ziekenhuizen'],v_994,v_5076 NULL,v_5078 NULL,v_958 NULL,v_5077 NULL,v_5196 NULL,v_5194 NULL,['AGBP: Fysiotherapeuten'],v_959 NULL,['BIGP: Fysiotherapeuten'],['KWAL_P: Fysiotherapie'],v_5192 NULL,v_993 NULL,v_5193 NULL,v_994 NULL,v_5195 NULL,['AGBP: Verpleegkundigen']
926,3.0,3.0,8.0,7.0,0.0,2.46,1.05,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
927,5934.0,5847.5,8983.5,9092.0,1018.0,7108.0,4645.0,845.0,100.0,61.0,1890.0,2107.0,305356000.0,676.02,522.06,293142000.0,522.06,282199000.0,216595000.0,204281000.0,264523000.0,676.02,0.0,107168000.0,23157000.0,28619000.0,0.0,130.0,4.0,0.0,0.0,1.0,-8568000.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,84.0,0.0,0.0,0.0,0.0,0.0,88.0
928,167.0,173.0,173.0,167.0,17.0,101.67,101.67,29.0,100.0,81.9,29.0,17.0,6634547.0,4.34,11.46,5825919.0,11.46,6331915.0,4893058.0,4537185.0,5676095.0,4.34,0.0,-914068.0,302632.0,149824.0,0.0,0.0,20.0,1.0,36.0,0.0,-867343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,196.0,183.5,188.0,200.0,84.0,89.89,88.05,59.0,100.0,81.0,61.0,85.0,5800190.0,11.63,6.42,4986912.0,6.7,5132187.0,3826301.0,3374934.0,4386064.0,12.13,0.0,105286.0,668003.0,600848.0,0.0,5.0,11.48,1.0,64.39,0.0,57300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
930,290.0,287.5,287.5,290.0,105.0,165.4,165.4,100.0,100.0,85.2,100.0,105.0,8731876.0,46.33,44.95,7379201.0,44.95,7598406.0,5775347.0,5187501.0,6738791.0,46.33,0.0,795231.0,1133470.0,640410.0,0.0,10.0,1.3,1.0,92.7,0.0,798416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
931,54.0,53.5,59.5,60.0,3.0,24.42,22.92,2.0,100.0,79.0,2.0,3.0,1552952.0,0.4,0.8,1588539.0,0.8,1413308.0,1045779.0,1176526.0,1489170.0,0.4,0.0,-155423.0,139644.0,99369.0,0.0,0.0,85.0,0.0,0.0,0.0,-5473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,793.0,789.5,823.5,827.0,96.0,356.46,338.96,89.0,100.0,68.47,157.0,164.0,19847204.0,36.85,29.55,17719704.0,64.55,17638635.0,13509920.0,12591401.0,16140511.0,71.85,0.0,2384834.0,2208569.0,1579193.0,4.0,44.0,4.0,1.0,93.0,0.0,819891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,166.0,154.0,157.5,170.0,41.0,113.35,112.51,17.0,100.0,69.0,17.0,42.0,6241472.0,30.6,12.0,5261805.0,12.0,5622971.0,4382987.0,3685071.0,4720051.0,31.04,0.0,584912.0,618501.0,541754.0,0.0,4.0,16.1,1.0,74.1,0.0,907620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
934,526.0,541.0,582.0,572.0,83.0,344.71,335.88,113.0,100.0,66.02,135.0,115.0,22274608.0,44.72,52.62,21474742.0,56.59,20989698.0,16001482.0,15037893.0,19547847.0,55.36,0.0,767834.0,1284910.0,1926895.0,0.0,4.0,15.0,0.0,0.0,0.0,2715381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,761.0,744.5,799.5,837.0,190.0,416.57,416.56,157.0,100.0,75.5,196.0,271.0,26345612.0,71.21,65.67,23971370.0,65.68,23818016.0,18207007.0,16761358.0,22014784.0,71.22,1.0,3269274.0,2527596.0,1956586.0,1.0,20.0,8.15,2.0,85.19,0.0,3389433.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0
936,471.0,454.5,482.5,503.0,108.0,296.36,280.31,75.0,100.0,88.7,107.0,148.0,14210361.0,39.6,22.78,12737462.0,34.78,12082228.0,8989723.0,7953500.0,10673265.0,54.6,0.0,829091.0,2128133.0,2064197.0,1.0,35.0,5.0,1.0,85.4,0.0,249186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,705.0,694.0,734.0,754.0,189.0,583.25,558.35,167.0,100.0,77.94,212.0,252.0,35038460.0,126.08,103.85,33411317.0,128.15,32723290.0,23987229.0,22533187.0,30461782.0,159.0,0.0,-85250.0,2315170.0,2949535.0,1.0,23.0,21.0,1.0,1.0,0.0,149971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,169.0,170.5,174.5,177.0,56.0,82.67,78.67,59.0,0.0,0.0,63.0,68.0,0.0,19.0,28.42,0.0,30.12,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,2.0,1.04,1.0,98.86,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
939,444.0,427.0,432.0,449.0,91.0,326.73,325.76,57.0,100.0,76.83,57.0,91.0,20983644.0,44.61,32.51,18896034.0,32.51,20844470.0,13090723.0,11870533.0,18850039.0,44.61,0.0,-66253.0,139174.0,45995.0,1.0,65.0,34.05,1.0,9.22,0.0,-412138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,1507.0,1515.5,1550.5,1542.0,301.0,1077.6,1056.1,318.0,100.0,85.4,388.0,371.0,64565000.0,136.4,133.0,59307000.0,162.7,60947000.0,46228000.0,43742000.0,57159000.0,166.1,0.0,3294000.0,3618000.0,2148000.0,1.0,75.0,5.4,1.0,85.0,0.0,5257000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,1824.0,1824.0,1912.0,1912.0,0.0,1016.61,967.1,0.0,100.0,86.02,0.0,0.0,69191455.0,0.0,0.0,64076546.0,0.0,63481740.0,48836457.0,45505652.0,59224210.0,0.0,0.0,6064647.0,5709715.0,4852336.0,1.0,17.0,2.44,2.0,93.79,0.0,5833440.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
942,3021.0,3023.5,3092.0,3106.0,501.0,2059.01,2017.31,506.0,100.0,90.0,524.0,552.0,125663766.0,212.33,183.2,118791421.0,194.25,111795008.0,85047082.0,82103644.0,106361108.0,249.36,0.0,18509566.0,13868758.0,12430313.0,0.0,26.0,7.4,0.0,91.2,0.0,3915092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,1511.0,1465.5,1465.5,1511.0,446.0,745.63,745.63,355.0,100.0,84.2,355.0,446.0,50585738.0,155.2,128.94,44162495.0,128.94,45750631.0,34281994.0,30424997.0,40261258.0,155.2,4.0,4080346.0,4835107.0,3901237.0,1.0,20.0,0.9,1.0,78.6,0.0,1689988.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0
944,681.0,660.0,660.0,681.0,142.0,380.0,380.0,100.0,100.0,87.0,100.0,142.0,20318418.0,79.0,55.0,18077999.0,55.0,18956366.0,14694135.0,13213417.0,17020772.0,79.0,0.0,2122646.0,1362052.0,1057227.0,4.0,6.0,13.0,1.0,84.5,0.0,1801253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,289.0,273.5,285.5,313.0,92.0,171.35,161.6,61.0,100.0,87.0,71.0,126.0,8481799.0,36.8,19.4,6730463.0,23.4,7878229.0,6042489.0,4900422.0,6423403.0,50.55,0.0,768941.0,603570.0,307060.0,0.0,5.0,3.0,1.0,76.0,0.0,1771735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,14820.0,14540.5,14540.5,14820.0,2178.0,10037.54,10037.54,1619.0,100.0,86.1,1619.0,2178.0,654017000.0,1540.27,914.58,580815000.0,914.58,590507000.0,455123000.0,422520000.0,541414000.0,1540.27,0.0,59408000.0,63510000.0,39401000.0,10.0,1121.0,6.96,4.0,82.44,0.0,84848000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
947,16.0,19.0,19.0,16.0,4.0,10.2,10.2,10.0,100.0,69.0,11.0,5.0,496365.0,2.17,4.69,634917.0,4.88,481596.0,349491.0,473185.0,620214.0,2.36,0.0,7228.0,14769.0,14703.0,0.0,0.0,31.0,1.0,0.0,0.0,192992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,33.0,29.5,29.5,33.0,13.0,23.27,23.27,6.0,100.0,86.4,6.0,13.0,1719997.0,5.22,0.67,1700772.0,0.67,1719997.0,1308566.0,1183991.0,1586502.0,5.22,0.0,134436.0,0.0,114270.0,0.0,0.0,47.0,1.0,0.0,0.0,106659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,228.0,228.0,230.0,230.0,0.0,150.11,149.0,0.0,100.0,84.0,0.0,0.0,11067424.0,0.0,0.0,9673563.0,0.0,11067424.0,7771984.0,6971987.0,9673563.0,0.0,0.0,-220000.0,0.0,0.0,0.0,0.0,99.65,0.0,0.0,0.0,972000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,19.0,11.5,14.5,24.0,20.0,18.75,14.25,5.0,100.0,80.0,6.0,25.0,462115.0,15.0,3.75,209460.0,4.5,462115.0,367548.0,166240.0,209460.0,18.75,0.0,-32319.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,-117193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
951,47.0,48.5,50.0,50.0,3.0,31.07,30.35,6.0,100.0,83.89,8.0,8.0,2324023.0,1.87,2.49,2257050.0,2.99,2254442.0,1632367.0,1668225.0,2185298.0,3.09,0.0,457356.0,69581.0,71752.0,0.0,1.0,0.0,0.0,0.0,0.0,581905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,3.0,3.0,3.0,3.0,0.0,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
953,407.0,408.5,411.0,412.0,21.0,286.0,282.0,24.0,100.0,65.0,26.0,28.0,22789560.0,17.0,19.0,21984590.0,20.0,21504733.0,16157476.0,15813887.0,20842142.0,21.0,0.0,2268039.0,1284827.0,1142448.0,0.0,12.0,3.0,0.0,0.0,2.0,11027674.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
954,13.0,12.0,13.0,14.0,2.0,7.47,7.42,0.0,0.0,0.0,0.0,2.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
955,115.0,117.0,117.0,115.0,30.0,76.72,76.72,34.0,100.0,85.33,34.0,30.0,4161436.0,20.01,22.68,3827993.0,22.68,3949044.0,2942977.0,2601173.0,3492804.0,20.01,0.0,62120.0,212392.0,335189.0,0.0,3.0,3.68,1.0,84.2,0.0,999731.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
956,45.0,44.0,48.5,49.0,5.0,32.93,32.07,3.0,100.0,0.0,4.0,5.0,2367860.0,3.65,2.55,2290741.0,2.63,2308010.0,1739537.0,2091566.0,2004325.0,3.65,0.0,370870.0,59850.0,286416.0,0.0,0.0,100.0,0.0,0.0,0.0,194860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
957,203.0,201.0,206.5,210.0,31.0,127.64,126.74,27.0,100.0,72.96,30.0,37.0,9221192.0,13.97,11.17,8853873.0,11.63,9133894.0,6878072.0,6621569.0,8754069.0,15.01,0.0,-25730.0,87298.0,99804.0,1.0,1.0,8.67,1.0,0.0,0.0,311605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,515.0,506.5,574.5,607.0,165.0,338.6,291.8,148.0,100.0,77.9,148.0,213.0,19572871.0,55.3,45.9,16557650.0,45.9,16214430.0,12573877.0,11576956.0,14357425.0,80.1,0.0,392484.0,3358441.0,2200225.0,0.0,2.0,28.5,1.0,68.3,0.0,-642997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
959,56.0,55.5,114.0,112.0,16.0,56.1,39.2,15.0,100.0,78.2,30.0,26.0,3668037.0,8.1,6.2,4658636.0,10.4,2979998.0,2122553.0,2748482.0,3744154.0,10.9,0.0,309842.0,688039.0,914482.0,0.0,7.0,89.0,0.0,0.0,0.0,-93016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,442.0,435.0,435.0,442.0,88.0,321.79,321.79,74.0,100.0,89.3,74.0,88.0,22662628.0,70.54,52.22,19627329.0,52.22,19055995.0,14765821.0,13259286.0,17544676.0,70.54,0.0,-641657.0,3606633.0,2082653.0,0.0,32.0,0.1,2.0,84.8,0.0,11547763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,1163.0,1183.0,1254.5,1237.0,242.0,873.39,856.0,282.0,100.0,87.29,320.0,285.0,55982416.0,151.23,194.0,51589761.0,216.02,52613672.0,38750638.0,35760017.0,47960832.0,166.56,0.0,-248585.0,3368744.0,3628929.0,12.0,0.0,2.3,1.0,64.9,0.0,1713726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,6007.0,6012.5,6239.5,6234.0,1449.0,4455.0,4293.0,1460.0,100.0,75.0,1460.0,1449.0,281615106.0,1036.0,1043.0,262832799.0,1043.0,267058217.0,205484564.0,191481114.0,247986215.0,1036.0,3.0,5008729.0,14556889.0,14846584.0,9.0,234.0,3.0,4.0,15.0,1.0,-12839184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,12.0,10.0,12.0,16.0,6.0,6.42,5.56,2.0,0.0,0.0,3.0,11.0,0.0,2.78,1.46,0.0,2.01,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
964,87.0,84.0,124.0,122.0,10.0,63.0,33.0,4.0,100.0,65.0,24.0,20.0,1626183.0,10.0,4.0,2576245.0,18.0,813092.0,813092.0,2576245.0,2576245.0,14.0,0.0,0.0,813091.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
965,35.0,37.5,44.0,44.0,11.0,26.33,25.26,16.0,100.0,69.0,16.0,16.0,1547687.0,7.11,10.18,1651779.0,10.18,1547687.0,1158291.0,1232895.0,1651779.0,7.11,0.0,-66286.0,0.0,0.0,0.0,1.0,99.75,0.0,0.0,0.0,87377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
967,128.0,126.0,129.5,135.0,25.0,107.0,100.0,21.0,100.0,90.0,21.0,32.0,9380000.0,16.8,13.4,7788000.0,13.4,9057000.0,6833000.0,5825000.0,7681000.0,23.8,0.0,1359000.0,323000.0,107000.0,0.0,9.0,8.0,0.0,15.0,0.0,937000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,0.0,0.0,34.0,33.0,0.0,2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
969,340.0,348.0,348.0,340.0,61.0,158.45,158.45,77.0,100.0,69.73,77.0,61.0,8796011.0,23.42,20.96,7787428.0,20.96,7977230.0,6249389.0,5554509.0,7021147.0,23.42,0.0,797398.0,818781.0,766281.0,0.0,20.0,13.0,1.0,76.0,0.0,400202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,365.0,375.0,415.0,405.0,125.0,181.95,171.95,145.0,100.0,72.7,145.0,125.0,12609584.0,40.8,54.69,11276196.0,54.69,10716707.0,8023490.0,8084111.0,10664590.0,40.8,0.0,491438.0,1892877.0,611606.0,0.0,8.0,2.3,2.0,84.3,0.0,288314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
971,2107.0,2097.0,2167.0,2192.0,281.0,1446.55,1404.05,261.0,100.0,85.72,307.0,357.0,84729757.0,167.15,152.02,77731590.0,175.02,79850452.0,60747324.0,57175351.0,74484727.0,205.15,0.0,7562730.0,4879305.0,3246863.0,2.0,50.0,5.0,2.0,51.0,0.0,8364320.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
972,1397.0,1399.5,1399.5,1397.0,276.0,1016.0,1016.0,281.0,100.0,83.0,281.0,276.0,74463000.0,185.35,174.76,70346000.0,174.76,69953000.0,53420000.0,51472000.0,65822000.0,185.35,0.0,13553000.0,4510000.0,4524000.0,0.0,17.0,8.4,1.0,61.4,1.0,-3597000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
973,6.0,6.0,10.0,10.0,1.0,4.32,2.37,1.0,0.0,0.0,1.0,1.0,0.0,0.26,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
974,1865.0,1813.5,1931.0,1975.0,513.0,1218.18,1170.0,410.0,100.0,78.0,747.0,835.0,68239392.0,271.38,215.64,66076576.0,274.89,63767677.0,48936731.0,46381677.0,60228671.0,332.54,0.0,6151004.0,4471715.0,5847905.0,0.0,83.0,0.5,1.0,81.3,0.0,2536139.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,4.0
975,1692.0,1763.5,1843.5,1777.0,400.0,1087.37,1026.06,543.0,100.0,87.37,568.0,435.0,68196692.0,150.31,154.31,64221902.0,172.34,61343706.0,47854723.0,45255066.0,57841807.0,175.55,0.0,9150831.0,6852986.0,6380095.0,0.0,49.0,3.0,1.0,92.0,0.0,7209794.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
976,366.0,359.0,361.0,368.0,68.0,191.0,189.0,54.0,100.0,79.0,54.0,68.0,9567082.0,44.0,24.0,8650901.0,24.0,8920784.0,6930675.0,6270725.0,8105096.0,44.0,0.0,874844.0,646298.0,545805.0,0.0,4.0,21.0,1.0,46.0,0.0,579211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
977,1321.0,1332.0,1380.5,1372.0,142.0,807.0,777.0,164.0,100.0,78.0,213.0,196.0,55768687.0,49.6,50.0,56360328.0,76.0,53910570.0,41031226.0,41177717.0,53679034.0,80.6,0.0,7563589.0,1858117.0,2681294.0,1.0,72.0,40.0,0.0,2.0,1.0,2023623.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0
978,1024.0,1018.0,1031.5,1038.0,145.0,772.0,763.0,133.0,100.0,90.8,140.0,153.0,42082138.0,108.0,98.0,37075293.0,102.2,38938894.0,29998045.0,26808604.0,34994230.0,112.8,1.0,4017662.0,3143244.0,2081063.0,0.0,32.0,1.51,4.0,92.08,0.0,5793361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
979,301.0,291.5,298.5,313.0,89.0,162.35,154.82,70.0,100.0,57.21,80.0,109.0,8721995.0,26.05,14.63,7447094.0,18.32,7609805.0,5873874.0,5562273.0,7193543.0,36.44,0.0,856471.0,1112190.0,253551.0,0.0,17.0,4.05,1.0,73.61,0.0,1059252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,1622.0,1703.0,1703.0,1622.0,422.0,1104.0,1104.0,584.0,100.0,87.0,584.0,422.0,74040532.0,265.0,365.0,67544247.0,365.0,69754618.0,54408637.0,49398275.0,63025635.0,265.0,0.0,11933901.0,4285914.0,4518612.0,0.0,12.0,0.0,0.0,0.0,1.0,2945776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,201.0,190.5,196.5,211.0,88.0,106.17,100.33,67.0,100.0,84.6,74.0,103.0,5925721.0,29.55,20.13,5933397.0,23.03,5092822.0,3817235.0,4343838.0,5599807.0,37.5,0.0,1102067.0,832899.0,333590.0,0.0,10.0,3.2,1.0,72.0,0.0,680748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,2932.0,2946.5,3028.5,3014.0,379.0,2259.4,2202.0,408.0,100.0,74.9,408.0,379.0,181851000.0,0.0,0.0,177009000.0,0.0,175780000.0,139536000.0,136263000.0,169535000.0,0.0,0.0,38776000.0,6071000.0,7474000.0,0.0,268.0,2.5,0.0,0.0,1.0,23042000.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,51.0
983,487.0,488.0,497.5,497.0,100.0,350.9,340.9,102.0,100.0,96.0,112.0,111.0,21492633.0,58.86,56.44,21690013.0,66.44,21010359.0,16238365.0,16072629.0,20870207.0,69.86,0.0,636843.0,482274.0,819806.0,0.0,11.0,0.0,1.0,0.13,0.0,-100705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,3601.0,3520.0,3520.0,3601.0,613.0,2201.0,2201.0,451.0,100.0,84.0,451.0,613.0,137526027.0,338.0,199.0,122253174.0,199.0,130218094.0,99206877.0,90675074.0,117872785.0,338.0,20.0,10442454.0,7307933.0,4380389.0,0.0,103.0,100.0,2.0,0.0,0.0,14301409.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,16.0
985,2780.0,2616.0,2616.0,2780.0,566.0,1839.27,1839.27,238.0,100.0,85.0,238.0,566.0,110303766.0,216.63,99.2,101554688.0,99.2,103153479.0,80008075.0,74851212.0,95616121.0,216.63,0.0,6735043.0,7150287.0,5938567.0,0.0,70.0,2.78,2.0,80.8,0.0,6746303.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
986,1368.0,1361.0,1440.0,1450.0,299.0,811.86,786.39,285.0,100.0,84.1,569.0,589.0,49509334.0,141.61,110.93,43927596.0,143.07,0.0,0.0,0.0,0.0,181.13,1.0,6648758.0,0.0,0.0,5.0,36.0,2.91,1.0,89.66,0.0,5328743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,2059.0,2057.0,2092.0,2096.0,266.0,1556.6,1545.0,262.0,100.0,81.0,278.0,286.0,115105414.0,172.0,158.0,110091239.0,164.2,111006813.0,84501895.0,82756443.0,107790845.0,180.3,0.0,10043132.0,4098601.0,2300394.0,0.0,77.0,6.69,0.0,9.69,1.0,1555452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
988,350.0,346.0,346.0,350.0,99.0,216.8,216.8,91.0,100.0,76.0,91.0,99.0,9265247.0,48.61,27.83,8588532.0,27.83,9070486.0,7168717.0,6754768.0,8504096.0,48.61,0.0,3072729.0,194761.0,84436.0,0.0,4.0,0.0,1.0,83.0,0.0,1940124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
